,city,month,temperature_2m_mean_max,temperature_2m_mean_mean,temperature_2m_mean_min,temperature_2m_mean_std,precipitation_sum_max,precipitation_sum_mean,precipitation_sum_min,precipitation_sum_std,wind_speed_10m_max_max,wind_speed_10m_max_mean,wind_speed_10m_max_min,wind_speed_10m_max_std
124,London,2020-05-01,19.1,13.729032258064514,8.2,3.5611976963176404,2.2,0.15161290322580645,0.0,0.45524423316276835,37.0,20.73548387096774,8.4,7.448603823853916
125,London,2020-06-01,23.2,16.103333333333335,11.1,2.8633815713223596,22.4,2.6666666666666665,0.0,4.381570599629797,38.9,22.25333333333333,10.9,7.829948400470017
126,London,2020-07-01,24.2,17.39032258064516,14.9,1.907416199768625,11.1,1.5096774193548388,0.0,2.7876339834717276,41.9,21.458064516129028,10.1,7.732562067583568
127,London,2020-08-01,26.1,19.222580645161294,13.0,3.7443031997439666,11.9,2.4,0.0,3.7742107342683804,43.3,21.712903225806453,8.7,9.14351288931061
128,London,2020-09-01,21.2,15.403333333333334,10.1,2.648419611160892,6.0,0.8499999999999998,0.0,1.789769779069075,39.7,21.296666666666667,8.5,7.871444827867431
129,London,2020-10-01,15.0,11.212903225806452,8.8,1.9038105535099634,34.6,5.119354838709677,0.0,8.55571619269202,43.1,25.770967741935483,9.4,7.2398523718092065
130,London,2020-11-01,14.6,9.27,4.5,2.9470207047937005,14.9,1.5966666666666667,0.0,3.20941323816883,45.1,22.540000000000003,9.6,10.137625376579175
131,London,2020-12-01,11.1,5.703225806451615,-0.6,3.3985765521237217,14.0,2.738709677419355,0.0,3.83211668397113,49.9,22.738709677419358,9.8,9.501567499430635
132,Madrid,2010-01-01,9.6,4.393548387096775,-1.5,2.945158228219209,10.9,1.6774193548387095,0.0,3.1760257846790596,30.2,14.338709677419356,5.0,7.264143786175804
133,Madrid,2010-02-01,11.9,5.057142857142856,-0.0,3.068167334688705,20.9,2.5428571428571436,0.0,4.615226696525043,39.3,16.360714285714288,5.9,8.11187238219226
134,Madrid,2010-03-01,12.6,7.393548387096774,2.0,3.246735333004624,16.2,1.7322580645161292,0.0,3.8213773343106006,29.1,15.290322580645162,7.5,6.142928445983489
135,Madrid,2010-04-01,19.2,12.293333333333333,7.3,3.6160497911331397,13.9,2.2333333333333334,0.0,3.7305202866618217,18.2,11.323333333333334,6.5,3.2652489299764946
136,Madrid,2010-05-01,23.5,14.941935483870967,7.5,4.597664203596459,4.0,0.6645161290322581,0.0,1.2432614064351806,34.7,14.741935483870966,6.0,6.459709704186838
137,Madrid,2010-06-01,25.9,20.453333333333333,12.7,4.69113127546844,20.1,1.4233333333333333,0.0,4.128762303756362,25.0,13.046666666666669,6.5,4.663337071634235
138,Madrid,2010-07-01,30.5,27.43870967741935,24.6,1.678030079061922,2.0,0.14193548387096774,0.0,0.474534293490918,18.3,13.841935483870968,8.9,2.8903026593015473
139,Madrid,2010-08-01,29.0,25.816129032258058,20.9,2.099539119932999,1.6,0.07419354838709678,0.0,0.2977333728192435,22.7,14.816129032258065,7.4,4.541225735723308
140,Madrid,2010-09-01,26.2,20.439999999999998,14.4,3.451296607923183,8.2,0.7,0.0,1.9020859692670984,25.8,11.543333333333333,6.1,4.394093475480963
141,Madrid,2010-10-01,18.8,13.235483870967743,9.1,2.669650212680402,28.1,1.4290322580645163,0.0,5.143487373911926,32.6,12.825806451612904,6.2,6.835201423120145
142,Madrid,2010-11-01,13.4,7.2666666666666675,0.8,3.488536234220775,7.5,1.0133333333333332,0.0,1.8863819288811043,29.0,12.669999999999996,6.6,5.7327341975108475
143,Madrid,2010-12-01,11.7,5.080645161290323,-0.1,3.8731055028954664,24.3,2.6645161290322585,0.0,4.993832755649497,27.9,12.238709677419354,5.8,6.202616513448435
144,Madrid,2011-01-01,10.1,4.516129032258063,-0.8,3.0461009804003054,10.3,1.2258064516129032,0.0,2.586241512560326,25.7,11.132258064516128,5.4,5.039139284757149
145,Madrid,2011-02-01,10.5,6.424999999999999,1.9,2.1577809245886197,12.4,1.0214285714285716,0.0,2.657255217513984,28.0,13.692857142857145,6.4,6.73882771272563
146,Madrid,2011-03-01,12.9,8.038709677419353,2.8,2.481219783272579,21.2,2.7258064516129026,0.0,4.931934559037017,22.6,13.03225806451613,7.2,3.8307864376891065
147,Madrid,2011-04-01,19.2,14.913333333333332,10.3,1.9835067054524196,19.6,2.066666666666667,0.0,4.9909112797463,17.1,12.120000000000001,6.1,3.268280155129575
148,Madrid,2011-05-01,22.9,17.503225806451614,13.1,2.631537430345962,21.0,1.7387096774193551,0.0,4.631823069401136,19.4,11.899999999999999,6.8,3.662694818481787
149,Madrid,2011-06-01,29.1,22.05,14.7,4.5404503802125635,11.1,0.47,0.0,2.055463703032179,21.9,13.663333333333332,8.2,3.879342579687274
150,Madrid,2011-07-01,27.7,24.577419354838714,19.7,1.9369580407465987,0.4,0.012903225806451613,0.0,0.07184212081071,24.7,16.219354838709677,7.6,3.521024411052245
151,Madrid,2011-08-01,29.4,25.329032258064522,20.5,2.3713840611742754,3.2,0.2,0.0,0.6110100926607785,20.4,14.651612903225807,8.1,3.4278147526514067
152,Madrid,2011-09-01,25.7,21.973333333333336,18.2,2.137664425348913,3.6,0.14,0.0,0.6625967723726255,17.9,10.933333333333335,6.1,3.1606779427001523
